Timestamp,Accel_X_g,Accel_Y_g,Accel_Z_g,Gyro_X_deg_per_s,Gyro_Y_deg_per_s,Gyro_Z_deg_per_s
0,34.032978048706056,20.521300979614256,-13.371616271972655,3.900763358778626,50.81679389312977,142.65648854961833
1,31.42808664245605,-17.019781051635743,-13.678074084472655,-64.50381679389314,56.6793893129771,136.793893129771
2,36.63786945495605,16.843807229614256,-13.065158459472656,-5.877862595419847,54.725190839694655,146.5648854961832
3,30.049026486206053,20.214843167114257,-14.290989709472655,-3.9236641221374047,39.091603053435115,138.74809160305344
4,34.492664767456056,19.448698635864258,-10.613495959472656,-50.82442748091603,119.21374045801527,132.8854961832061
5,31.27485773620605,19.755156448364257,-10.307038146972655,-19.557251908396946,-5.862595419847328,138.74809160305344
6,32.50068898620605,17.763180667114256,-13.831302990722655,-0.015267175572519083,103.58015267175573,136.793893129771
7,34.032978048706056,20.061614260864257,-13.065158459472656,-37.14503816793893,41.045801526717554,142.65648854961833
8,30.815171017456052,19.448698635864258,-14.137760803222655,-43.00763358778626,48.86259541984733,134.83969465648855
9,32.65391789245605,20.980987698364256,-15.976507678222655,-19.557251908396946,54.725190839694655,144.61068702290078
10,32.34746007995605,19.448698635864258,-7.089231115722656,-11.740458015267176,43.0,140.70229007633588
11,34.492664767456056,19.755156448364257,-9.234435803222656,13.67175572519084,17.595419847328245,132.8854961832061
12,33.57329132995605,17.916409573364255,-13.524845178222655,-19.557251908396946,80.12977099236642,146.5648854961832
13,32.19423117370605,20.521300979614256,-13.984531896972655,-39.099236641221374,48.86259541984733,146.5648854961832
14,32.04100226745605,19.908385354614257,-12.911929553222656,-11.740458015267176,54.725190839694655,140.70229007633588
15,33.57329132995605,19.601927542114257,-14.137760803222655,-5.877862595419847,58.63358778625954,132.8854961832061
16,29.742568673706053,19.448698635864258,-13.218387365722656,-21.51145038167939,43.0,130.93129770992365
17,31.73454445495605,20.368072073364257,-12.299013928222655,-21.51145038167939,68.40458015267176,138.74809160305344
18,29.895797579956053,19.908385354614257,-13.524845178222655,-27.374045801526716,48.86259541984733,136.793893129771
19,32.34746007995605,18.68255410461426,-12.452242834472656,-7.8320610687022905,54.725190839694655,130.93129770992365
20,30.968399923706052,20.368072073364257,-12.145785021972655,-29.328244274809162,39.091603053435115,142.65648854961833
21,31.58131554870605,18.222867385864255,-14.137760803222655,-3.9236641221374047,44.954198473282446,130.93129770992365
22,33.57329132995605,20.827758792114256,-12.452242834472656,-21.51145038167939,46.908396946564885,136.793893129771
23,33.11360461120605,19.601927542114257,-12.299013928222655,-29.328244274809162,54.725190839694655,142.65648854961833
24,32.96037570495605,20.214843167114257,-15.516820959472655,-23.46564885496183,50.81679389312977,136.793893129771
25,30.202255392456053,18.989011917114258,-12.758700646972656,-9.786259541984732,50.81679389312977,128.9770992366412
26,30.661942111206052,17.609951760864256,-14.597447521972656,-9.786259541984732,46.908396946564885,140.70229007633588
27,32.96037570495605,17.150265042114256,-13.524845178222655,-17.603053435114504,44.954198473282446,136.793893129771
28,31.27485773620605,20.521300979614256,-11.992556115722655,-11.740458015267176,52.770992366412216,132.8854961832061
29,31.42808664245605,19.295469729614258,-11.992556115722655,-13.694656488549619,46.908396946564885,134.83969465648855
30,33.42006242370605,18.989011917114258,-13.371616271972655,-27.374045801526716,54.725190839694655,132.8854961832061
31,32.04100226745605,17.916409573364255,-14.444218615722656,-13.694656488549619,44.954198473282446,136.793893129771
32,31.58131554870605,19.755156448364257,-13.065158459472656,-27.374045801526716,62.541984732824424,132.8854961832061
33,32.96037570495605,18.376096292114255,-13.065158459472656,-9.786259541984732,66.45038167938931,136.793893129771
34,31.887773361206055,19.601927542114257,-14.290989709472655,-19.557251908396946,46.908396946564885,148.51908396946564
35,30.661942111206052,19.295469729614258,-11.532869396972655,-17.603053435114504,68.40458015267176,144.61068702290078
36,30.968399923706052,16.537349417114257,-9.694122521972655,-19.557251908396946,46.908396946564885,138.74809160305344
37,32.34746007995605,18.376096292114255,-13.678074084472655,-15.648854961832061,50.81679389312977,136.793893129771
38,30.508713204956052,21.134216604614256,-12.911929553222656,-23.46564885496183,54.725190839694655,138.74809160305344
39,30.815171017456052,19.142240823364258,-12.299013928222655,-23.46564885496183,54.725190839694655,134.83969465648855
40,30.968399923706052,18.222867385864255,-11.992556115722655,-17.603053435114504,48.86259541984733,146.5648854961832
41,33.57329132995605,19.295469729614258,-12.452242834472656,-27.374045801526716,64.49618320610686,144.61068702290078
42,32.04100226745605,18.68255410461426,-15.057134240722656,-33.23664122137404,43.0,144.61068702290078
43,32.65391789245605,20.521300979614256,-11.686098303222655,-13.694656488549619,48.86259541984733,142.65648854961833
44,32.04100226745605,18.835783010864258,-10.307038146972655,-15.648854961832061,56.6793893129771,144.61068702290078
45,32.80714679870605,18.069638479614255,-13.218387365722656,-15.648854961832061,48.86259541984733,144.61068702290078
46,30.815171017456052,17.916409573364255,-12.911929553222656,-17.603053435114504,58.63358778625954,138.74809160305344
47,30.202255392456053,19.908385354614257,-12.758700646972656,-5.877862595419847,74.26717557251908,140.70229007633588
48,30.508713204956052,20.214843167114257,-12.299013928222655,-15.648854961832061,41.045801526717554,134.83969465648855
49,31.887773361206055,19.908385354614257,-11.686098303222655,-11.740458015267176,46.908396946564885,142.65648854961833
50,34.799122579956055,18.68255410461426,-13.218387365722656,-23.46564885496183,62.541984732824424,142.65648854961833
51,29.895797579956053,18.222867385864255,-15.363592053222655,-33.23664122137404,54.725190839694655,144.61068702290078
52,35.105580392456055,20.521300979614256,-11.686098303222655,-23.46564885496183,76.22137404580153,136.793893129771
53,30.049026486206053,19.142240823364258,-11.839327209472655,3.900763358778626,48.86259541984733,136.793893129771
54,35.412038204956055,18.989011917114258,-11.073182678222656,-31.282442748091604,68.40458015267176,144.61068702290078
55,33.42006242370605,18.68255410461426,-10.766724865722656,-29.328244274809162,31.27480916030534,154.38167938931298
56,33.72652023620605,20.368072073364257,-12.605471740722656,9.763358778625955,52.770992366412216,148.51908396946564
57,32.19423117370605,20.674529885864256,-11.379640490722656,11.717557251908397,62.541984732824424,138.74809160305344
58,29.282881954956054,20.368072073364257,-14.750676428222656,-39.099236641221374,62.541984732824424,144.61068702290078
59,30.661942111206052,17.456722854614256,-12.452242834472656,-1.9694656488549618,41.045801526717554,146.5648854961832
60,34.645893673706055,19.142240823364258,-9.694122521972655,-7.8320610687022905,68.40458015267176,152.42748091603053
61,30.661942111206052,18.835783010864258,-12.145785021972655,-62.54961832061068,27.366412213740457,123.1145038167939
62,33.879749142456056,20.214843167114257,-11.532869396972655,1.9465648854961832,66.45038167938931,132.8854961832061
63,29.742568673706053,19.448698635864258,-13.524845178222655,-3.9236641221374047,25.412213740458014,138.74809160305344
64,32.80714679870605,18.52932519836426,-12.145785021972655,-15.648854961832061,43.0,140.70229007633588
65,30.202255392456053,21.287445510864256,-16.282965490722656,-7.8320610687022905,29.3206106870229,142.65648854961833
66,27.44413507995605,19.448698635864258,-15.057134240722656,-7.8320610687022905,54.725190839694655,138.74809160305344
67,34.339435861206056,19.448698635864258,-12.452242834472656,-27.374045801526716,76.22137404580153,130.93129770992365
68,29.742568673706053,19.142240823364258,-10.307038146972655,-1.9694656488549618,35.18320610687023,144.61068702290078
69,32.65391789245605,19.755156448364257,-11.073182678222656,-5.877862595419847,48.86259541984733,138.74809160305344
70,32.34746007995605,17.456722854614256,-10.613495959472656,-19.557251908396946,43.0,134.83969465648855
71,32.80714679870605,17.303493948364256,-12.758700646972656,-17.603053435114504,58.63358778625954,136.793893129771
72,33.42006242370605,19.908385354614257,-12.758700646972656,-23.46564885496183,58.63358778625954,140.70229007633588
73,29.282881954956054,15.924433792114257,-12.758700646972656,7.809160305343512,35.18320610687023,140.70229007633588
74,36.63786945495605,-13.189058395385741,-12.145785021972655,-74.27480916030534,119.21374045801527,136.793893129771
75,32.50068898620605,8.262988479614258,-13.678074084472655,50.80152671755725,-54.717557251908396,146.5648854961832
76,28.363508517456054,-7.519588864135741,-10.153809240722655,-19.557251908396946,119.21374045801527,134.83969465648855
77,2.7742811737060546,21.900361135864255,-9.081206896972656,82.06106870229007,-35.17557251908397,109.43511450381679
78,23.460183517456052,14.085686917114257,-16.895881115722656,199.3206106870229,91.85496183206106,154.38167938931298
79,4.153341329956055,-13.955202926635742,-11.073182678222656,-5.877862595419847,72.31297709923665,138.74809160305344
80,20.548834298706055,16.690578323364257,-12.911929553222656,-156.35114503816794,-27.358778625954198,123.1145038167939
81,6.605003829956054,14.085686917114257,-10.766724865722656,140.6946564885496,177.83969465648855,144.61068702290078
82,18.709488873291015,-13.955202926635742,-13.218387365722656,-115.31297709923665,-60.58015267175573,138.74809160305344
83,-0.1370680450439453,17.763180667114256,-10.460267053222656,-93.81679389312977,173.93129770992365,138.74809160305344
84,29.589339767456053,16.230891604614257,-14.137760803222655,111.38167938931298,-150.4732824427481,156.33587786259542
85,28.363508517456054,18.68255410461426,-14.290989709472655,-11.740458015267176,107.4885496183206,138.74809160305344
86,30.968399923706052,17.303493948364256,-10.460267053222656,-0.015267175572519083,-9.770992366412214,138.74809160305344
87,26.831219454956052,-15.947178707885742,-12.145785021972655,-5.877862595419847,91.85496183206106,132.8854961832061
88,1.8549077362060546,17.456722854614256,-11.686098303222655,-64.50381679389314,15.641221374045802,144.61068702290078
89,22.847267892456053,16.384120510864257,-12.452242834472656,60.57251908396947,1.9618320610687023,142.65648854961833
90,3.3871967987060545,20.827758792114256,-9.694122521972655,-52.778625954198475,101.62595419847328,142.65648854961833
91,26.524761642456053,19.601927542114257,-9.847351428222655,-33.23664122137404,13.687022900763358,140.70229007633588
92,33.879749142456056,20.827758792114256,-11.992556115722655,-9.786259541984732,68.40458015267176,140.70229007633588
93,31.42808664245605,20.214843167114257,-12.605471740722656,-9.786259541984732,46.908396946564885,138.74809160305344
94,30.968399923706052,18.989011917114258,-10.613495959472656,-46.916030534351144,68.40458015267176,132.8854961832061
95,34.492664767456056,18.222867385864255,-9.387664709472656,37.12213740458015,27.366412213740457,140.70229007633588
96,29.895797579956053,-15.334263082885741,-12.452242834472656,-99.6793893129771,62.541984732824424,128.9770992366412
97,38.32338742370605,19.142240823364258,-11.839327209472655,15.625954198473282,54.725190839694655,138.74809160305344
98,28.516737423706054,18.376096292114255,-13.065158459472656,-35.19083969465649,19.549618320610687,140.70229007633588
99,34.799122579956055,19.908385354614257,-10.919953771972656,-37.14503816793893,80.12977099236642,136.793893129771
100,34.492664767456056,18.222867385864255,-9.847351428222655,27.35114503816794,25.412213740458014,136.793893129771
101,27.75059289245605,-13.955202926635742,-8.927977990722656,-78.18320610687023,7.824427480916031,128.9770992366412
102,38.47661632995605,15.005060354614256,-11.686098303222655,-21.51145038167939,95.76335877862596,128.9770992366412
103,25.911846017456053,12.706626760864257,-11.992556115722655,168.05343511450383,21.50381679389313,154.38167938931298
104,36.024953829956054,-12.269684957885742,-9.540893615722656,-33.23664122137404,91.85496183206106,138.74809160305344
105,28.057050704956055,17.763180667114256,-14.444218615722656,-199.34351145038167,1.9618320610687023,123.1145038167939
106,36.63786945495605,-16.71332323913574,-15.363592053222655,62.52671755725191,148.5267175572519,150.4732824427481
107,28.210279611206055,18.376096292114255,-9.540893615722656,-89.90839694656489,-17.587786259541986,136.793893129771
108,25.298930392456054,14.392144729614257,-11.226411584472656,-158.29770992366412,130.93893129770993,154.38167938931298
109,11.048642111206053,-11.656769332885741,-4.944026428222656,230.57251908396947,-216.9083969465649,87.93893129770993
110,16.564284185791013,8.722675198364257,-16.129736584472656,-189.5648854961832,-195.4198473282443,171.96946564885496
111,5.532401486206054,18.52932519836426,-10.307038146972655,234.49618320610688,-234.49618320610688,160.24427480916032
112,30.202255392456053,-15.181034176635741,-11.992556115722655,242.3053435114504,-93.80152671755725,127.02290076335878
113,32.96037570495605,9.029133010864257,-15.516820959472655,240.3587786259542,224.74045801526717,148.51908396946564
114,35.412038204956055,-13.035829489135741,-7.702146740722656,-37.14503816793893,-48.85496183206107,134.83969465648855
115,28.210279611206055,20.368072073364257,-11.992556115722655,-193.48091603053436,148.5267175572519,125.06870229007633
116,1.2419921112060546,14.545373635864257,-13.831302990722655,93.79389312977099,7.824427480916031,148.51908396946564
117,22.694038986206053,-15.48749198913574,-12.452242834472656,-37.14503816793893,3.9160305343511452,142.65648854961833
118,36.79109836120605,18.069638479614255,-8.468291271972657,-56.68702290076336,117.25954198473282,134.83969465648855
119,25.145701486206054,16.537349417114257,-13.371616271972655,39.0763358778626,9.778625954198473,144.61068702290078
120,36.63786945495605,21.593903323364255,-12.605471740722656,-48.87022900763359,93.80916030534351,142.65648854961833
121,30.508713204956052,18.989011917114258,-10.766724865722656,-33.23664122137404,1.9618320610687023,140.70229007633588
122,31.12162882995605,20.214843167114257,-13.984531896972655,-0.015267175572519083,91.85496183206106,138.74809160305344
123,32.19423117370605,21.287445510864256,-14.290989709472655,-17.603053435114504,35.18320610687023,136.793893129771
124,33.879749142456056,18.835783010864258,-13.371616271972655,-27.374045801526716,74.26717557251908,132.8854961832061
125,32.50068898620605,19.295469729614258,-11.226411584472656,-9.786259541984732,48.86259541984733,136.793893129771
126,31.73454445495605,21.440674417114256,-8.468291271972657,-27.374045801526716,64.49618320610686,136.793893129771
127,32.50068898620605,19.448698635864258,-11.379640490722656,-23.46564885496183,43.0,140.70229007633588
128,32.50068898620605,19.448698635864258,-10.000580334472655,-5.877862595419847,37.13740458015267,136.793893129771
129,30.815171017456052,18.835783010864258,-13.371616271972655,-9.786259541984732,54.725190839694655,142.65648854961833
130,29.895797579956053,16.997036135864256,-9.847351428222655,-13.694656488549619,48.86259541984733,132.8854961832061
131,32.80714679870605,18.835783010864258,-8.774749084472656,-11.740458015267176,70.3587786259542,140.70229007633588
132,29.895797579956053,19.142240823364258,-9.234435803222656,-29.328244274809162,46.908396946564885,140.70229007633588
133,32.34746007995605,18.68255410461426,-12.911929553222656,-11.740458015267176,68.40458015267176,136.793893129771
134,32.19423117370605,19.601927542114257,-12.605471740722656,-15.648854961832061,54.725190839694655,136.793893129771
135,30.968399923706052,19.295469729614258,-13.371616271972655,-9.786259541984732,48.86259541984733,136.793893129771
136,33.879749142456056,18.069638479614255,-12.605471740722656,-13.694656488549619,70.3587786259542,144.61068702290078
137,32.96037570495605,19.142240823364258,-10.460267053222656,-19.557251908396946,54.725190839694655,142.65648854961833
138,31.58131554870605,20.521300979614256,-13.831302990722655,-23.46564885496183,44.954198473282446,134.83969465648855
139,34.186206954956056,18.68255410461426,-12.145785021972655,-13.694656488549619,76.22137404580153,146.5648854961832
140,30.661942111206052,18.989011917114258,-13.371616271972655,-25.419847328244273,54.725190839694655,146.5648854961832
141,30.815171017456052,20.521300979614256,-12.145785021972655,-13.694656488549619,54.725190839694655,134.83969465648855
142,32.19423117370605,19.295469729614258,-11.686098303222655,-7.8320610687022905,52.770992366412216,136.793893129771
143,33.57329132995605,18.989011917114258,-13.218387365722656,-19.557251908396946,43.0,136.793893129771
144,33.26683351745605,19.448698635864258,-12.299013928222655,-21.51145038167939,44.954198473282446,146.5648854961832
145,30.202255392456053,19.755156448364257,-12.605471740722656,-9.786259541984732,56.6793893129771,144.61068702290078
146,30.968399923706052,20.521300979614256,-11.073182678222656,-1.9694656488549618,68.40458015267176,142.65648854961833
147,32.65391789245605,16.690578323364257,-9.847351428222655,-11.740458015267176,46.908396946564885,150.4732824427481
148,30.815171017456052,19.295469729614258,-10.307038146972655,-9.786259541984732,35.18320610687023,148.51908396946564
149,33.57329132995605,18.069638479614255,-7.702146740722656,-3.9236641221374047,56.6793893129771,148.51908396946564
150,31.73454445495605,18.835783010864258,-10.307038146972655,-19.557251908396946,56.6793893129771,140.70229007633588
151,35.105580392456055,18.222867385864255,-12.758700646972656,-13.694656488549619,66.45038167938931,142.65648854961833
152,28.516737423706054,18.52932519836426,-11.532869396972655,-13.694656488549619,41.045801526717554,152.42748091603053
153,34.032978048706056,18.68255410461426,-12.758700646972656,-11.740458015267176,66.45038167938931,142.65648854961833
154,30.661942111206052,17.916409573364255,-12.911929553222656,-13.694656488549619,31.27480916030534,142.65648854961833
155,31.42808664245605,18.989011917114258,-12.758700646972656,-7.8320610687022905,54.725190839694655,148.51908396946564
156,31.12162882995605,19.142240823364258,-9.847351428222655,-9.778625954198473,35.18320610687023,148.51908396946564
157,29.895797579956053,20.368072073364257,-11.379640490722656,-13.694656488549619,58.63358778625954,134.83969465648855
158,29.895797579956053,19.908385354614257,-13.678074084472655,-15.648854961832061,46.908396946564885,132.8854961832061
159,31.27485773620605,19.755156448364257,-13.371616271972655,-5.877862595419847,62.541984732824424,138.74809160305344
160,32.96037570495605,18.835783010864258,-12.299013928222655,-13.694656488549619,58.63358778625954,136.793893129771
161,32.50068898620605,18.376096292114255,-11.532869396972655,-17.603053435114504,50.81679389312977,138.74809160305344
162,30.968399923706052,21.440674417114256,-8.774749084472656,-7.8320610687022905,37.13740458015267,142.65648854961833
163,31.58131554870605,20.214843167114257,-9.694122521972655,-11.740458015267176,60.587786259541986,140.70229007633588
164,33.72652023620605,21.593903323364255,-9.540893615722656,-11.740458015267176,58.63358778625954,142.65648854961833
165,32.96037570495605,20.368072073364257,-11.073182678222656,-5.877862595419847,56.6793893129771,140.70229007633588
166,31.73454445495605,20.521300979614256,-10.613495959472656,-11.740458015267176,52.770992366412216,132.8854961832061
167,32.50068898620605,20.674529885864256,-10.000580334472655,-5.877862595419847,58.63358778625954,128.9770992366412
168,32.96037570495605,20.521300979614256,-9.540893615722656,-9.786259541984732,56.6793893129771,142.65648854961833
169,32.19423117370605,19.601927542114257,-9.234435803222656,-5.877862595419847,60.587786259541986,138.74809160305344
170,33.11360461120605,18.52932519836426,-10.460267053222656,-17.603053435114504,60.587786259541986,134.83969465648855
171,32.80714679870605,20.674529885864256,-11.226411584472656,-11.740458015267176,50.81679389312977,140.70229007633588
172,34.952351486206055,19.908385354614257,-12.452242834472656,-13.694656488549619,50.81679389312977,138.74809160305344
173,32.65391789245605,18.52932519836426,-11.839327209472655,-23.46564885496183,48.86259541984733,136.793893129771
174,32.50068898620605,19.295469729614258,-12.605471740722656,-21.51145038167939,54.725190839694655,132.8854961832061
175,31.73454445495605,19.448698635864258,-9.540893615722656,-17.603053435114504,54.725190839694655,138.74809160305344
176,30.355484298706052,20.521300979614256,-10.613495959472656,-19.557251908396946,54.725190839694655,138.74809160305344
177,30.968399923706052,20.214843167114257,-10.153809240722655,-21.51145038167939,48.86259541984733,144.61068702290078
178,32.04100226745605,19.755156448364257,-11.686098303222655,-1.9694656488549618,50.81679389312977,150.4732824427481
179,34.492664767456056,20.674529885864256,-10.153809240722655,-23.46564885496183,44.954198473282446,146.5648854961832
180,31.887773361206055,20.674529885864256,-10.153809240722655,-23.46564885496183,54.725190839694655,136.793893129771
181,31.58131554870605,20.827758792114256,-9.540893615722656,-11.740458015267176,58.63358778625954,140.70229007633588
182,31.58131554870605,20.368072073364257,-10.919953771972656,-19.557251908396946,60.587786259541986,138.74809160305344
183,30.508713204956052,18.68255410461426,-10.613495959472656,-21.51145038167939,54.725190839694655,140.70229007633588
184,31.12162882995605,21.134216604614256,-10.460267053222656,-9.786259541984732,64.49618320610686,130.93129770992365
185,31.27485773620605,19.908385354614257,-13.831302990722655,-7.8320610687022905,46.908396946564885,138.74809160305344
186,33.11360461120605,18.52932519836426,-10.613495959472656,-7.8320610687022905,44.954198473282446,140.70229007633588
187,32.04100226745605,19.295469729614258,-11.073182678222656,-9.786259541984732,35.18320610687023,134.83969465648855
188,32.65391789245605,19.295469729614258,-10.307038146972655,-11.740458015267176,50.81679389312977,150.4732824427481
189,31.73454445495605,20.368072073364257,-11.839327209472655,-9.786259541984732,54.725190839694655,142.65648854961833
190,34.186206954956056,20.368072073364257,-11.226411584472656,-15.648854961832061,37.13740458015267,134.83969465648855
191,30.355484298706052,20.214843167114257,-11.532869396972655,-3.9236641221374047,52.770992366412216,136.793893129771
192,33.42006242370605,19.908385354614257,-7.548917834472656,-17.603053435114504,50.81679389312977,138.74809160305344
193,29.282881954956054,20.061614260864257,-10.307038146972655,-23.46564885496183,52.770992366412216,142.65648854961833
194,31.58131554870605,20.827758792114256,-10.919953771972656,-15.648854961832061,60.587786259541986,144.61068702290078
195,31.887773361206055,20.521300979614256,-13.984531896972655,-19.557251908396946,54.725190839694655,144.61068702290078
196,32.19423117370605,19.601927542114257,-11.992556115722655,-13.694656488549619,35.18320610687023,142.65648854961833
197,31.73454445495605,19.601927542114257,-13.984531896972655,-19.557251908396946,50.81679389312977,146.5648854961832
198,31.73454445495605,18.069638479614255,-9.234435803222656,-19.557251908396946,52.770992366412216,132.8854961832061
199,33.57329132995605,18.835783010864258,-9.540893615722656,-17.603053435114504,48.86259541984733,138.74809160305344
200,31.887773361206055,17.916409573364255,-10.460267053222656,-13.694656488549619,39.091603053435115,140.70229007633588
201,33.11360461120605,19.908385354614257,-8.468291271972657,-11.740458015267176,64.49618320610686,130.93129770992365
202,31.12162882995605,21.287445510864256,-10.000580334472655,-23.46564885496183,29.3206106870229,136.793893129771
203,30.049026486206053,18.376096292114255,-13.678074084472655,-13.694656488549619,52.770992366412216,146.5648854961832
204,33.42006242370605,18.835783010864258,-10.153809240722655,-15.648854961832061,35.18320610687023,130.93129770992365
205,32.80714679870605,19.755156448364257,-11.379640490722656,-23.46564885496183,58.63358778625954,128.9770992366412
206,33.72652023620605,20.214843167114257,-12.299013928222655,-7.8320610687022905,37.13740458015267,136.793893129771
